temperatureMax,apparentTemperatureMin,windBearing,dewPoint,cloudCover,windSpeed,temperatureMin,apparentTemperatureMax,pressure,visibility,precipType,humidity,uvIndex,energy_sum,holiday_id,cluster2,cluster3,cluster4,cluster5,cluster6
25.58,13.89,264.0,12.16,0.21,0.71,13.89,25.58,1017.75,12.12,0,0.62,6.0,28499.8560026,0,0,1,1,2,0
22.37,14.25,19.0,12.93,0.33,1.06,14.25,22.37,1017.29,11.57,0,0.73,6.0,28586.0889997,0,0,1,1,2,0
24.11,12.5,216.0,12.61,0.4,2.37,12.5,24.11,1017.83,9.08,0,0.72,6.0,28805.4589965,0,0,1,1,2,0
19.54,13.7,267.0,12.02,0.48,4.31,13.7,19.54,1018.59,12.49,0,0.76,6.0,29598.6729986,0,0,1,1,2,0
20.08,13.98,320.0,12.69,0.63,0.84,13.98,20.08,1019.08,11.14,0,0.78,6.0,30278.769000700002,0,0,1,1,2,0
17.54,11.83,94.0,10.58,0.71,4.71,11.83,17.54,1014.89,9.29,0,0.81,5.0,31599.756996,0,0,1,3,4,0
12.19,10.97,91.0,10.73,0.82,4.54,10.97,12.19,1007.36,6.18,0,0.95,5.0,34793.9760016,0,1,2,3,4,2
13.89,4.48,20.0,6.87,0.56,3.37,7.64,13.89,1013.69,10.86,0,0.79,6.0,33059.6350004,1,0,1,3,3,4
15.0,7.54,160.0,8.14,0.51,3.42,7.54,15.0,1014.65,11.3,0,0.82,6.0,34515.6550041,0,0,1,3,4,0
18.13,12.52,215.0,11.78,0.52,4.58,12.52,18.13,1002.58,11.86,0,0.82,6.0,31933.458003,0,0,1,1,2,0
17.29,12.6,183.0,12.18,0.6,4.24,12.6,17.29,998.19,11.15,0,0.86,6.0,33597.3749925,0,0,1,3,4,0
15.17,12.28,221.0,9.71,0.68,8.64,12.28,15.17,998.33,12.05,0,0.78,5.0,34180.6299983,0,0,1,3,4,0
17.92,11.02,251.0,6.44,0.38,6.62,11.02,17.92,1009.44,13.12,0,0.61,6.0,33429.1320025,0,0,1,1,2,0
17.22,8.91,119.0,9.33,0.4,1.56,8.91,17.22,1008.58,11.46,0,0.78,6.0,35620.7750016,0,0,1,1,2,0
13.28,10.97,33.0,11.57,0.85,4.37,10.97,13.28,1002.0,6.37,0,0.95,5.0,37268.2230054,0,0,2,3,4,2
12.87,10.46,9.0,8.79,0.8,3.69,10.46,12.87,1008.62,11.81,0,0.83,5.0,36505.28,0,0,1,3,4,2
17.51,7.54,123.0,6.68,0.32,1.01,7.54,17.51,1016.35,12.6,0,0.67,6.0,27945.085997500002,0,0,1,1,2,0
18.08,7.79,105.0,8.21,0.35,4.6,8.7,18.08,1016.24,12.6,0,0.71,6.0,31563.7839959,0,0,1,1,2,0
17.59,12.91,201.0,11.11,0.47,4.96,12.91,17.59,1008.12,12.31,0,0.78,6.0,28245.4629964,0,0,1,1,2,0
17.47,12.57,214.0,9.73,0.57,7.3,12.57,17.47,1008.62,13.13,0,0.72,6.0,28835.0469992,0,0,1,1,2,0
19.44,12.46,228.0,9.47,0.48,4.86,12.46,19.44,1016.26,13.33,0,0.67,6.0,36371.0830048,0,0,1,1,2,0
18.87,11.17,248.0,9.48,0.43,2.39,11.17,18.87,1016.94,12.49,0,0.73,6.0,34255.8469993,0,0,1,1,2,0
20.35,10.1,225.0,9.32,0.31,1.97,10.1,20.35,1019.22,12.84,0,0.68,7.0,33553.421997900004,0,0,1,1,2,0
21.16,11.47,93.0,9.49,0.32,2.63,11.47,21.16,1016.69,12.33,0,0.64,6.0,33290.9979984,0,0,1,1,2,0
19.08,11.52,168.0,12.86,0.59,2.75,11.52,19.08,1006.07,9.83,0,0.84,5.0,34897.8810016,0,0,1,3,4,0
17.53,11.44,228.0,10.62,0.54,7.04,11.44,17.53,1010.38,12.92,0,0.78,5.0,35143.5220023,0,0,1,1,2,0
18.12,11.01,231.0,9.17,0.33,5.55,11.01,18.12,1019.39,13.23,0,0.71,6.0,35936.2359981,0,0,1,1,2,0
19.88,11.65,248.0,11.14,0.54,4.44,11.65,19.88,1012.31,12.12,0,0.77,6.0,37537.6889966,0,0,1,1,2,0
21.15,12.11,270.0,11.02,0.36,2.35,12.11,21.15,1017.44,13.18,0,0.7,6.0,34570.6700025,0,0,1,1,2,0
22.92,14.04,209.0,12.14,0.56,2.82,14.04,22.92,1019.93,12.83,0,0.69,6.0,34439.9200001,0,0,1,1,2,0
22.66,17.74,232.0,16.17,0.57,2.94,17.56,22.78,1017.53,12.44,0,0.82,6.0,34593.2529999,0,0,1,1,2,0
27.16,16.23,184.0,16.52,0.31,3.03,16.23,28.64,1005.5,12.79,0,0.75,6.0,34114.676999100004,0,0,1,1,2,0
20.96,13.96,213.0,12.33,0.44,6.24,13.96,20.96,1004.93,13.04,0,0.75,6.0,34444.3519977,0,0,1,1,2,0
20.13,13.61,215.0,11.43,0.48,5.76,13.61,20.13,1008.1,12.92,0,0.71,6.0,34421.8950024,0,0,1,1,2,0
17.88,11.01,234.0,9.31,0.31,5.06,11.01,17.88,1014.12,13.2,0,0.7,6.0,36555.6520034,0,0,1,1,2,0
17.58,12.47,192.0,12.17,0.56,4.51,12.47,17.58,1015.49,11.97,0,0.83,6.0,36552.415995200005,0,0,1,1,2,0
18.81,15.52,192.0,15.16,0.78,3.64,15.43,18.81,1013.77,11.54,0,0.9,5.0,35671.760997900004,0,0,1,3,4,0
21.44,16.12,176.0,15.78,0.66,3.35,15.95,21.44,1009.62,11.02,0,0.85,6.0,34921.619998300004,0,0,1,1,2,0
22.33,15.2,192.0,12.99,0.48,1.35,15.2,22.33,1009.33,12.73,0,0.71,6.0,35166.2889984,1,0,1,1,3,4
18.7,14.78,193.0,13.22,0.39,2.46,14.78,18.7,1007.45,11.89,0,0.82,5.0,36397.9069974,0,0,1,1,2,0
18.65,13.42,150.0,12.54,0.54,3.33,13.42,18.65,1007.26,11.28,0,0.81,6.0,37877.5519998,0,0,1,1,2,0
18.77,14.28,333.0,14.02,0.55,1.08,14.28,18.77,1005.49,10.94,0,0.89,6.0,40721.0679994,0,0,1,1,2,0
18.0,14.38,237.0,13.52,0.61,3.31,14.38,18.0,1010.95,11.28,0,0.85,5.0,38590.2819955,0,0,1,1,2,0
17.46,13.28,234.0,12.53,0.55,3.33,13.28,17.46,1010.77,12.18,0,0.84,6.0,38256.1009986,0,0,1,1,2,0
18.75,12.07,252.0,10.82,0.48,4.03,12.07,18.75,1010.87,13.0,0,0.79,6.0,38083.1999985,0,0,1,1,2,0
18.67,10.04,231.0,10.29,0.5,3.27,10.04,18.67,1012.07,12.34,0,0.8,6.0,38564.386998300004,0,0,1,1,2,0
19.26,14.21,229.0,12.88,0.58,4.59,14.21,19.26,1002.07,12.26,0,0.83,6.0,38797.3339941,0,0,1,1,2,0
16.44,13.13,281.0,12.58,0.63,1.68,13.13,16.44,1004.61,11.91,0,0.88,5.0,40751.0790033,0,0,1,3,4,0
18.26,12.44,272.0,9.03,0.39,3.45,12.44,18.26,1015.16,11.97,0,0.69,6.0,40955.0129964,0,0,1,1,2,0
17.06,13.05,234.0,12.67,0.68,5.27,13.05,17.15,1019.8,12.21,0,0.85,5.0,40635.192999,0,0,1,3,4,0
22.44,13.92,254.0,14.26,0.55,4.9,13.92,22.48,1022.06,12.81,0,0.77,5.0,38616.2230009,0,0,1,1,2,0
18.52,14.91,230.0,14.28,0.72,5.3,14.91,18.52,1013.52,12.47,0,0.85,5.0,39177.450999500004,0,0,1,1,2,0
20.18,13.77,267.0,11.56,0.48,4.41,13.77,20.18,1010.4,12.96,0,0.73,6.0,38509.4699971,0,0,1,1,2,0
17.77,13.12,340.0,11.44,0.54,1.52,13.12,17.77,1016.21,12.18,0,0.79,5.0,39070.8560028,0,0,1,1,2,0
19.89,11.83,57.0,9.86,0.36,0.9,11.83,19.89,1023.63,12.5,0,0.7,6.0,38614.8490035,0,0,1,1,2,0
22.86,12.24,205.0,10.53,0.22,3.0,12.24,22.86,1026.73,12.6,0,0.66,6.0,39109.280997,0,0,1,1,2,0
27.18,12.47,209.0,10.92,0.19,3.21,12.47,27.18,1023.04,12.71,0,0.58,6.0,37942.4920015,0,0,1,1,2,0
28.32,14.21,154.0,12.24,0.02,0.87,14.21,28.32,1018.25,12.31,0,0.58,7.0,37556.1660006,0,0,1,1,2,0
29.37,15.74,68.0,12.96,0.2,0.81,15.74,29.37,1016.59,12.31,0,0.57,6.0,37967.3549976,0,0,1,1,2,0
26.44,15.93,80.0,12.8,0.12,2.8,15.93,26.44,1018.08,11.7,0,0.61,6.0,37555.1850031,0,0,1,1,2,0
23.79,16.01,355.0,15.07,0.36,1.48,15.93,23.79,1012.66,9.75,0,0.75,5.0,39049.37,0,0,1,1,2,0
21.09,14.93,296.0,8.16,0.44,2.52,14.93,21.09,1010.56,13.26,0,0.55,6.0,38424.9969948,0,0,1,1,2,0
17.92,10.97,236.0,9.81,0.3,3.53,10.97,17.92,1011.76,12.97,0,0.75,5.0,40675.0999965,0,0,1,1,2,0
19.69,8.53,246.0,7.83,0.31,4.22,9.86,19.69,1015.19,12.92,0,0.65,5.0,38372.445003400004,0,0,1,1,2,0
20.19,11.52,207.0,13.16,0.53,3.03,11.52,20.19,1014.62,11.57,0,0.84,5.0,39006.6779988,0,0,1,1,2,0
22.57,13.69,179.0,13.95,0.41,3.24,13.69,22.57,1009.58,11.3,0,0.79,5.0,38332.4869996,0,0,1,1,2,0
21.29,15.61,217.0,13.13,0.45,4.71,15.61,21.29,1010.31,12.63,0,0.74,4.0,37860.2249973,0,0,1,1,2,0
21.77,13.09,205.0,12.09,0.33,4.37,13.09,21.77,1012.49,12.63,0,0.73,5.0,38068.5000003,0,0,1,1,2,0
21.04,14.36,195.0,13.09,0.41,3.97,14.36,21.04,1010.03,12.89,0,0.77,5.0,38825.1759994,0,0,1,1,2,0
20.69,12.98,195.0,12.76,0.34,2.23,12.98,20.69,1007.24,11.99,0,0.79,5.0,41253.6240028,0,0,1,1,2,0
20.95,14.77,241.0,12.89,0.41,3.26,14.77,20.95,1009.08,12.78,0,0.77,5.0,39361.1099935,0,0,1,1,2,0
19.32,11.49,239.0,11.42,0.46,3.83,11.49,19.32,1019.52,12.89,0,0.78,5.0,39103.3290023,0,0,1,1,2,0
22.8,15.03,260.0,14.56,0.54,1.73,15.03,22.8,1022.61,11.43,0,0.77,4.0,38104.879002300004,0,0,1,1,2,0
25.92,13.33,48.0,13.31,0.27,0.52,13.33,25.92,1025.62,11.47,0,0.69,5.0,37950.2700011,0,0,1,1,2,0
24.99,14.5,114.0,13.77,0.23,0.55,14.5,24.99,1026.05,11.7,0,0.7,5.0,37923.4519991,0,0,1,1,2,0
22.91,15.21,92.0,12.38,0.24,4.3,15.21,22.91,1020.96,11.97,0,0.67,5.0,38220.6540008,0,0,1,1,2,0
25.13,16.03,123.0,14.21,0.24,2.43,16.03,25.13,1012.34,11.18,0,0.7,5.0,39990.8629994,0,0,1,1,2,0
22.68,15.26,176.0,14.78,0.42,2.92,15.26,22.68,1011.16,12.04,0,0.79,4.0,38487.4819997,0,0,1,1,2,0
23.97,17.81,175.0,15.33,0.44,2.31,17.62,23.97,1011.08,11.8,0,0.75,5.0,37554.770004800004,0,0,1,1,2,0
22.57,17.38,146.0,15.23,0.26,2.67,17.38,22.79,1006.5,11.96,0,0.77,5.0,38538.0440006,0,0,1,1,2,0
21.67,16.02,197.0,13.28,0.42,4.22,16.02,21.67,1014.08,12.84,0,0.71,4.0,37880.9409971,0,0,1,1,2,0
27.23,17.92,175.0,14.11,0.45,3.71,17.92,27.23,1013.84,13.08,0,0.63,4.0,37000.1720014,0,0,1,1,2,0
29.86,20.54,215.0,15.92,0.23,2.17,20.54,30.6,1013.75,12.87,0,0.59,5.0,38142.671999800004,0,0,1,1,2,0
28.88,18.33,251.0,17.77,0.21,0.76,17.97,29.5,1015.16,12.28,0,0.72,4.0,40026.181996700005,0,0,1,1,2,0
24.54,17.05,231.0,15.64,0.34,2.78,16.96,24.54,1019.31,12.5,0,0.75,4.0,38744.4170028,0,0,1,1,2,0
22.09,16.36,240.0,13.99,0.34,2.54,16.27,22.09,1017.69,12.52,0,0.75,4.0,37815.453998900004,0,0,1,1,2,0
21.48,13.16,248.0,11.88,0.34,4.6,13.16,21.48,1017.28,12.87,0,0.72,4.0,37369.1359994,0,0,1,1,2,0
22.04,12.96,231.0,11.29,0.37,2.6,12.96,22.04,1014.56,12.83,0,0.7,4.0,37263.3469962,0,0,1,1,2,0
20.27,14.07,186.0,12.3,0.44,2.88,14.07,20.27,1005.28,12.34,0,0.76,4.0,37624.711999,0,0,1,1,2,0
20.93,15.04,222.0,14.85,0.52,3.94,15.04,20.93,1001.05,12.3,0,0.88,4.0,38687.2879987,0,0,1,1,2,0
21.01,14.26,268.0,10.74,0.51,4.39,14.26,21.01,1014.38,13.2,0,0.69,4.0,38567.1920048,0,0,1,1,2,0
20.99,12.62,182.0,12.62,0.32,3.82,12.62,20.99,1014.33,12.46,0,0.75,4.0,39589.041998500004,1,0,1,1,3,4
22.5,14.97,224.0,13.49,0.39,4.17,14.97,22.5,1012.79,12.63,0,0.75,4.0,38325.0649985,0,0,1,1,2,0
19.69,13.66,197.0,12.95,0.36,4.15,13.66,19.69,1012.74,11.84,0,0.85,3.0,39500.461002100004,0,0,1,1,2,0
16.92,11.25,292.0,11.14,0.4,2.65,11.25,16.92,1016.19,12.33,0,0.8,3.0,39693.9449957,0,0,1,1,2,0
17.72,5.92,321.0,5.08,0.33,3.21,7.78,17.72,1028.62,13.02,0,0.6,4.0,38564.847002200004,0,0,1,1,2,3
20.53,13.11,236.0,11.33,0.55,2.53,13.11,20.53,1026.14,13.15,0,0.72,3.0,39517.012,0,0,1,1,2,0
18.35,12.57,247.0,13.66,0.56,3.11,12.57,18.37,1024.58,12.07,0,0.87,3.0,42865.2129981,0,0,1,3,4,0
24.34,15.69,291.0,13.16,0.5,1.15,15.69,24.34,1025.68,10.48,0,0.72,3.0,39822.2369969,0,0,1,1,2,0
24.79,13.71,299.0,14.14,0.42,1.9,13.71,24.79,1023.55,11.41,0,0.77,3.0,39716.1419995,1,0,1,1,3,4
19.97,12.07,5.0,7.83,0.27,3.26,12.07,19.97,1026.74,12.5,0,0.6,3.0,38868.1980005,0,0,1,1,2,0
20.76,8.67,233.0,8.34,0.46,1.88,8.67,20.76,1028.3,12.41,0,0.67,3.0,38445.3120007,0,0,1,1,2,0
25.76,11.46,249.0,9.58,0.18,2.97,11.46,25.76,1024.47,11.75,0,0.63,3.0,38285.1839998,0,0,1,1,2,0
27.12,10.41,215.0,9.27,0.14,1.39,10.41,27.12,1020.6,12.36,0,0.62,4.0,39235.1769962,0,0,1,1,2,0
27.78,11.32,202.0,10.83,0.22,2.97,11.32,27.78,1011.85,12.2,0,0.67,3.0,40934.0750007,0,0,1,1,2,0
20.21,16.93,216.0,14.19,0.59,5.69,16.93,20.21,1010.15,12.65,0,0.78,3.0,40549.2149999,0,0,1,1,2,0
17.82,11.73,261.0,8.07,0.37,4.84,11.73,17.82,1012.33,13.18,0,0.62,3.0,39250.8059955,0,0,1,1,2,0
17.92,6.77,254.0,7.95,0.34,3.93,8.24,17.92,1014.64,13.16,0,0.72,3.0,39515.0539965,0,0,1,1,2,0
17.64,7.17,274.0,7.18,0.37,2.92,8.62,17.64,1018.75,12.96,0,0.68,3.0,39392.7870002,0,0,1,1,2,0
20.69,13.61,266.0,10.23,0.56,5.42,13.61,20.69,1013.51,13.31,0,0.68,3.0,39810.6999986,0,0,1,1,2,0
21.12,8.97,247.0,9.53,0.22,2.87,9.69,21.12,1017.25,12.92,0,0.7,3.0,40334.174000700004,0,0,1,1,2,0
18.31,12.98,232.0,11.04,0.66,3.88,12.98,18.31,1013.26,12.55,0,0.76,2.0,43304.526002700004,0,0,1,3,4,0
18.72,13.29,243.0,10.06,0.55,4.04,13.29,18.72,1012.36,13.07,0,0.71,3.0,41370.9400013,0,0,1,1,2,0
17.19,10.97,273.0,6.77,0.28,4.39,10.97,17.19,1013.39,13.02,0,0.64,3.0,41147.9189996,0,0,1,1,2,0
16.3,5.17,275.0,4.66,0.27,3.65,7.35,16.3,1021.81,12.99,0,0.63,3.0,41546.1670044,0,0,1,1,2,3
17.38,8.07,226.0,7.24,0.45,3.17,9.07,17.38,1020.9,13.0,0,0.7,2.0,42103.4310043,0,0,1,3,2,0
16.32,10.34,268.0,8.68,0.43,1.47,10.34,16.32,1015.46,12.54,0,0.76,2.0,43045.6989997,0,0,1,3,4,0
15.62,5.43,31.0,5.38,0.28,1.98,6.59,15.62,1019.37,12.97,0,0.69,2.0,43956.617998400005,0,0,2,3,2,3
12.31,7.69,87.0,8.42,0.48,4.46,8.85,12.31,1009.6,10.62,0,0.86,2.0,51240.2579969,0,1,2,3,4,2
15.2,11.51,212.0,11.14,0.66,2.53,11.51,15.2,989.47,8.1,0,0.88,2.0,47379.1679973,0,0,2,3,4,2
15.47,7.49,203.0,8.56,0.28,4.92,9.74,15.47,988.79,13.13,0,0.78,2.0,45504.7360041,0,0,2,3,4,0
15.14,10.07,169.0,10.23,0.39,2.57,10.07,15.14,992.07,12.44,0,0.88,2.0,46323.0700009,0,0,1,3,4,2
16.61,10.57,301.0,9.5,0.48,2.17,10.57,16.61,1006.39,11.41,0,0.82,2.0,46087.900003,0,0,1,3,4,0
17.07,7.44,227.0,9.78,0.39,4.08,9.03,17.07,1012.91,12.84,0,0.85,2.0,46318.7809985,0,0,1,3,4,0
15.83,6.9,270.0,6.81,0.17,3.36,8.71,15.83,1017.85,13.21,0,0.75,2.0,46971.2729997,0,0,1,3,2,3
16.46,4.87,221.0,8.66,0.48,4.6,6.42,16.46,1019.0,13.15,0,0.81,2.0,50799.671,0,1,2,3,4,3
16.24,12.37,217.0,12.43,0.61,4.57,12.37,16.24,1012.11,11.43,0,0.89,2.0,48239.184002,0,0,1,3,4,2
16.44,10.87,211.0,10.9,0.39,5.09,10.87,16.44,1010.12,12.55,0,0.85,2.0,47621.1449957,0,0,1,3,4,0
14.34,7.78,230.0,8.97,0.36,4.65,9.35,14.34,1005.61,12.99,0,0.8,2.0,47774.227005,0,0,2,3,4,3
14.99,5.02,235.0,7.55,0.28,3.65,7.19,14.99,1008.02,12.79,0,0.79,2.0,47670.627007,0,1,2,3,4,3
15.6,8.34,244.0,10.05,0.61,3.0,9.16,15.65,1006.96,10.11,0,0.86,2.0,48931.824004300004,0,1,2,3,4,2
14.89,5.86,6.0,7.3,0.4,1.75,7.61,14.89,1012.51,11.06,0,0.83,2.0,49002.2810047,0,1,2,3,4,2
13.64,5.17,337.0,7.43,0.25,0.4,5.27,13.64,1021.29,9.98,0,0.87,2.0,52299.8939994,0,1,2,3,4,2
12.22,8.84,88.0,10.23,0.61,2.49,9.51,12.22,1015.27,7.84,0,0.92,1.0,52221.2370064,0,1,2,3,4,2
14.23,7.73,57.0,8.4,0.58,2.66,9.07,14.23,1015.96,10.12,0,0.82,2.0,49964.161996,0,1,2,3,4,2
14.13,6.21,93.0,6.21,0.56,2.16,7.04,14.13,1015.24,13.21,0,0.74,2.0,50051.3140052,0,1,2,3,4,3
14.88,7.37,119.0,10.58,0.71,3.2,9.15,14.99,1004.43,8.69,0,0.89,1.0,52309.839997300005,0,1,2,3,4,2
14.72,7.12,250.0,7.08,0.48,5.42,8.51,14.73,1005.33,13.07,0,0.75,2.0,50578.3209965,0,1,2,3,4,3
11.53,4.01,252.0,6.15,0.29,2.18,6.41,11.53,1004.92,12.94,0,0.84,2.0,53122.372001100004,0,1,2,0,0,1
12.32,1.64,300.0,4.1,0.2,2.36,2.81,12.32,1002.5,11.86,0,0.8,2.0,56533.0889974,0,1,2,0,0,1
13.03,2.83,220.0,6.39,0.31,2.97,4.09,13.03,1002.67,12.17,0,0.84,1.0,53856.7870026,0,1,2,0,0,1
14.74,7.15,226.0,6.91,0.39,5.37,9.06,14.74,1000.8,12.59,0,0.74,1.0,52309.1130021,0,1,2,3,4,1
16.6,7.41,178.0,9.87,0.42,4.66,8.8,16.6,998.22,12.2,0,0.82,1.0,52014.928998,0,1,2,3,4,2
16.04,12.15,181.0,11.2,0.44,4.18,12.15,16.04,1001.82,13.23,0,0.85,1.0,51401.0589991,0,0,1,3,4,0
13.21,11.98,88.0,11.64,0.66,0.51,11.98,13.21,1007.63,8.42,0,0.95,1.0,54613.7230049,0,1,2,3,4,2
14.01,8.9,233.0,10.16,0.61,0.86,9.57,14.01,1015.85,8.01,0,0.91,1.0,54573.2430027,0,1,2,3,4,2
12.41,10.19,41.0,10.32,0.69,3.37,10.19,12.41,1018.09,9.22,0,0.94,1.0,58921.393997600004,0,1,2,3,4,2
14.73,12.02,51.0,13.32,0.9,2.57,12.02,14.79,1019.88,1.48,0,0.98,1.0,55361.0040047,0,1,2,3,4,2
14.05,12.46,14.0,12.61,0.88,2.3,12.46,14.05,1023.66,1.82,0,0.96,1.0,54847.6459997,0,1,2,3,4,2
16.18,13.08,56.0,12.82,0.74,3.45,13.08,16.18,1019.7,2.45,0,0.92,1.0,53363.0469986,0,0,1,3,4,2
13.61,10.09,59.0,10.89,0.81,5.16,10.09,13.61,1016.51,7.9,0,0.91,1.0,55168.2229966,0,1,2,3,4,2
10.11,-0.37,32.0,4.64,0.7,5.19,4.19,10.11,1012.84,12.33,0,0.79,1.0,58860.1519978,0,1,2,0,0,1
7.68,-2.56,347.0,1.48,0.39,5.79,2.49,3.78,1015.91,13.07,0,0.79,1.0,62372.852001,0,1,2,0,0,1
9.17,-0.94,234.0,3.96,0.42,3.13,1.43,6.89,1015.62,12.68,0,0.88,1.0,66596.5799996,0,1,2,0,0,1
12.4,5.47,238.0,7.73,0.45,2.95,7.66,12.4,1008.71,12.49,0,0.89,1.0,60751.016993000005,0,1,2,3,4,1
10.92,3.44,259.0,5.0,0.45,2.37,5.57,10.92,1004.48,11.25,0,0.84,1.0,59652.2980024,0,1,2,0,0,1
12.36,4.43,185.0,6.24,0.49,5.32,6.45,12.36,989.93,12.99,0,0.79,1.0,59751.2449956,0,1,2,0,0,1
11.46,0.85,225.0,5.06,0.44,4.07,4.2,11.46,979.63,12.54,0,0.85,1.0,59514.9209951,0,1,2,0,0,1
9.78,1.81,229.0,2.96,0.23,4.31,4.61,6.88,991.25,12.96,0,0.77,1.0,60879.8280002,0,1,2,0,0,1
9.45,1.56,226.0,2.79,0.25,3.16,3.22,6.47,996.52,12.71,0,0.79,1.0,62900.1239927,0,1,2,0,0,1
8.67,1.18,229.0,3.97,0.59,0.59,2.96,7.03,994.21,9.99,0,0.92,1.0,69664.1769994,0,1,2,0,0,1
9.19,2.62,338.0,3.37,0.41,2.09,2.94,7.08,1006.26,9.08,0,0.83,1.0,62875.679004800004,0,1,2,0,0,1
9.67,-1.72,257.0,3.89,0.33,3.58,0.92,7.17,1020.29,10.41,0,0.87,1.0,63705.308998500004,0,1,2,0,0,1
9.93,2.35,247.0,5.79,0.47,4.2,4.97,7.64,1024.32,12.67,0,0.86,1.0,62124.3959955,0,1,2,0,0,1
12.34,5.13,245.0,6.19,0.64,3.72,7.81,12.34,1019.18,13.36,0,0.78,1.0,60465.460005500005,0,1,2,3,4,1
11.27,6.7,195.0,6.21,0.7,3.17,8.13,11.27,1010.05,13.37,0,0.8,1.0,60431.9229958,0,1,2,3,4,1
10.31,3.38,220.0,7.38,0.49,2.38,5.2,10.31,997.84,11.78,0,0.91,1.0,63139.654002100004,0,1,2,0,0,1
9.87,0.46,247.0,3.49,0.22,1.98,2.1,8.39,1011.6,10.32,0,0.88,1.0,66473.9219911,0,1,2,0,0,1
12.18,3.72,204.0,7.51,0.5,3.06,4.52,12.18,1020.98,10.04,0,0.92,1.0,63047.0629977,0,1,2,3,4,2
14.66,10.06,203.0,10.34,0.54,3.23,10.06,14.66,1026.29,11.49,0,0.88,1.0,59186.0719992,0,0,2,3,4,2
12.62,7.08,113.0,8.13,0.55,1.86,7.33,12.62,1026.48,9.21,0,0.86,1.0,59098.2099802,0,1,2,3,4,2
9.07,5.43,101.0,5.96,0.71,0.62,6.45,9.07,1022.69,4.06,0,0.92,1.0,60495.335985800004,0,1,2,3,4,2
9.19,4.89,139.0,6.3,0.9,2.0,5.91,7.75,1014.76,3.48,0,0.92,1.0,62364.7659996,0,1,2,3,4,2
12.44,7.04,243.0,8.66,0.65,1.69,8.18,12.44,1007.72,9.32,0,0.88,1.0,63549.363000000005,0,1,2,3,4,2
9.42,2.07,236.0,2.5,0.3,0.72,2.07,9.42,1014.66,12.57,0,0.82,1.0,66829.5789983,0,1,2,0,0,1
11.23,1.42,179.0,5.32,0.5,4.13,3.49,11.23,1011.21,12.38,0,0.82,1.0,63099.5479951,0,1,2,0,0,1
13.46,10.88,182.0,10.63,0.76,5.74,10.88,13.46,1008.74,10.81,0,0.9,1.0,61431.7119966,0,1,2,3,4,2
11.87,3.42,197.0,7.8,0.45,2.82,6.06,11.87,1007.68,10.65,0,0.91,1.0,62643.9169996,0,1,2,3,4,2
13.09,4.09,191.0,7.94,0.54,7.58,6.56,13.09,1011.36,12.73,0,0.81,1.0,60824.7540069,0,1,2,3,4,1
10.7,3.97,212.0,6.02,0.38,2.71,5.12,10.7,1011.69,11.46,0,0.89,1.0,60900.3060026,0,1,2,0,0,1
9.91,2.99,104.0,6.52,0.58,3.43,3.64,7.11,1010.19,5.7,0,0.97,1.0,66872.78400680001,0,1,2,0,4,2
12.54,2.87,225.0,6.88,0.54,6.54,7.46,12.54,1001.79,12.36,0,0.81,1.0,67399.69400640001,0,1,2,0,0,1
10.69,5.0,208.0,7.1,0.64,1.29,7.17,10.69,998.27,11.31,0,0.91,1.0,63640.5299996,0,1,2,3,4,2
8.47,3.08,346.0,5.98,0.72,3.98,6.42,6.07,1003.65,9.69,0,0.9,1.0,64598.4289957,0,1,2,0,0,1
6.89,-0.33,342.0,3.31,0.65,5.17,3.45,3.34,1012.91,13.2,0,0.83,1.0,66176.5779958,0,1,2,0,0,1
5.84,-1.39,320.0,0.73,0.36,3.2,1.63,3.18,1012.58,12.92,0,0.83,1.0,66709.2850037,0,1,2,0,0,1
4.37,-2.57,278.0,-0.24,0.25,1.55,-0.89,2.52,1011.91,10.01,0,0.88,1.0,68022.1669984,0,1,2,0,0,1
5.73,-4.31,274.0,-0.17,0.31,2.68,-1.35,2.61,1014.56,8.92,0,0.88,1.0,72563.2909973,0,1,2,0,0,1
4.76,-4.97,263.0,-1.13,0.31,2.1,-1.55,2.71,1016.35,12.81,0,0.84,1.0,75819.4440069,0,1,2,0,0,1
10.22,0.57,248.0,4.75,0.58,3.55,2.94,10.22,1007.42,10.67,0,0.87,1.0,68497.72600360001,0,1,2,0,0,1
7.73,-2.14,266.0,1.43,0.21,4.36,1.21,4.36,1003.4,12.89,0,0.82,1.0,67807.8209957,0,1,2,0,0,1
3.89,-2.82,311.0,-0.69,0.39,3.05,-0.77,-0.07,1008.05,11.14,0,0.84,1.0,70407.5219963,0,1,2,0,0,1
4.84,-5.79,212.0,-1.32,0.43,3.07,-2.82,0.37,1013.58,12.55,0,0.84,1.0,71895.7860087,0,1,2,0,0,1
6.33,-2.07,299.0,1.59,0.56,5.63,2.97,2.12,1001.72,12.84,0,0.8,1.0,70912.9160019,0,1,2,0,0,1
6.46,0.01,299.0,1.79,0.52,2.14,3.17,4.69,1023.19,12.39,0,0.83,1.0,70699.24999540001,0,1,2,0,0,1
8.66,0.49,271.0,3.43,0.53,5.44,3.86,5.37,1018.89,13.33,0,0.8,1.0,74193.6000029,0,1,2,0,0,1
5.59,-1.04,326.0,0.61,0.27,3.93,1.55,2.23,1022.18,13.18,0,0.79,1.0,69244.1149878,0,1,2,0,0,1
